Age,48.9,99.8,221.5
0,1,1,0.86
1,1,1,0.86
2,1,1,0.86
3,1,1,0.86
4,1,1,0.86
5,1,1,0.86
6,1,1,0.86
7,1,1,0.86
8,1,1,0.86
9,1,1,0.86
10,1,1,0.86
11,1,1,0.86
12,1,1,0.86
13,1,1,0.86
14,1,1,0.86
15,1,1,0.86
16,1,1,0.86
17,1,1,0.86
18,1,1,0.86
19,1,1,0.86
20,1,1,0.86
21,1,1,0.86
22,1,1,0.86
23,1,1,0.86
24,1,1,0.86
25,1,1,0.86
26,1,1,0.86
27,1,1,0.86
28,1,1,0.86
29,1,1,0.86
30,1,1,0.86
31,1,1,0.86
32,1,1,0.86
33,1,1,0.86
34,1,1,0.86
35,1,1,0.86
36,1,1,0.86
37,1,1,0.86
38,1,1,0.86
39,1,1,0.86
40,1,1,0.86
41,1,1,0.86
42,1,1,0.86
43,1,1,0.86
44,1,1,0.86
45,1,1,0.86
46,1,1,0.86
47,1,1,0.86
48,1,1,0.86
49,1,1,0.86
50,1,1,0.86
51,1,1,0.86
52,1,1,0.86
53,1,1,0.86
54,1,1,0.86
55,1,1,0.86
56,1,1,0.86
57,1,1,0.86
58,1,1,0.86
59,1,1,0.86
60,1,1,0.86
61,1,1,0.86
62,1,1,0.86
63,1,1,0.86
64,1,1,0.86
65,1,1,0.86
66,1,1,0.86
67,1,1,0.86
68,1,1,0.86
69,1,1,0.86
70,1,1,0.86
71,1,1,0.86
72,1,1,0.86
73,1,1,0.86
74,1,1,0.86
75,1,1,0.86
76,1,1,0.86
77,1,1,0.86
78,1,1,0.86
79,1,1,0.86
80,1,1,0.86
81,1,1,0.86
82,1,1,0.86
83,1,1,0.86
84,1,1,0.86
85,1,1,0.86
86,1,1,0.86
87,1,1,0.86
88,1,1,0.86
89,1,1,0.86
90,1,1,0.86
91,1,1,0.86
92,1,1,0.86
93,1,1,0.86
94,1,1,0.86
95,1,1,0.86
96,1,1,0.86
97,1,1,0.86
98,1,1,0.86
99,1,1,0.86
100,1,1,0.86
101,1,1,0.86
102,1,1,0.86
103,1,1,0.86
104,1,1,0.86
105,1,1,0.86
106,1,1,0.86
107,1,1,0.86
108,1,1,0.86
109,1,1,0.86
110,1,1,0.86
